Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Hour,minute,second,Month,Day,Year
149-71-6266,1,0,0,0,5,78.07,9,35.1315,737.7615,2019-01-28,1900-01-01 12:43:00,0,702.63,4.761904762,35.1315,4.5,12,43,0,1,28,2019
640-49-2076,1,0,0,0,5,83.78,8,33.512,703.752,2019-01-10,1900-01-01 14:49:00,0,670.24,4.761904762,33.512,5.1,14,49,0,1,10,2019
595-11-5460,0,2,0,0,3,96.58,2,9.658,202.818,2019-03-15,1900-01-01 10:12:00,1,193.16,4.761904762,9.658,5.1,10,12,0,3,15,2019
183-56-6882,2,1,0,0,2,99.42,4,19.884,417.564,2019-02-06,1900-01-01 10:42:00,2,397.68,4.761904762,19.884,7.5,10,42,0,2,6,2019
232-16-2483,2,1,0,0,5,68.12,1,3.406,71.526,2019-01-07,1900-01-01 12:28:00,2,68.12,4.761904762,3.406,6.8,12,28,0,1,7,2019
129-29-8530,0,2,0,0,5,62.62,5,15.655,328.755,2019-03-10,1900-01-01 19:15:00,2,313.1,4.761904762,15.655,7.0,19,15,0,3,10,2019
272-65-1806,0,2,0,0,0,60.88,9,27.396,575.316,2019-01-15,1900-01-01 17:17:00,2,547.92,4.761904762,27.396,4.7,17,17,0,1,15,2019
333-73-7901,2,1,0,0,3,54.92,8,21.968,461.328,2019-03-23,1900-01-01 13:24:00,2,439.36,4.761904762,21.968,7.6,13,24,0,3,23,2019
777-82-7220,1,0,0,0,4,30.12,8,12.048,253.008,2019-03-03,1900-01-01 13:01:00,0,240.96,4.761904762,12.048,7.7,13,1,0,3,3,2019
280-35-5823,1,0,0,0,4,86.72,1,4.336,91.056,2019-01-17,1900-01-01 18:45:00,2,86.72,4.761904762,4.336,7.9,18,45,0,1,17,2019
554-53-8700,2,1,0,0,4,56.11,2,5.611,117.831,2019-02-02,1900-01-01 10:11:00,0,112.22,4.761904762,5.611,6.3,10,11,0,2,2,2019
354-25-5821,1,0,0,0,5,69.12,6,20.736,435.456,2019-02-08,1900-01-01 13:03:00,0,414.72,4.761904762,20.736,5.6,13,3,0,2,8,2019
228-96-1411,2,1,0,0,2,98.7,8,39.48,829.08,2019-03-04,1900-01-01 20:39:00,0,789.6,4.761904762,39.48,7.6,20,39,0,3,4,2019
617-15-4209,2,1,0,0,3,15.37,2,1.537,32.277,2019-03-16,1900-01-01 19:47:00,0,30.74,4.761904762,1.537,7.2,19,47,0,3,16,2019
132-32-9879,1,0,0,0,0,93.96,4,18.792,394.632,2019-03-09,1900-01-01 18:00:00,0,375.84,4.761904762,18.792,9.5,18,0,0,3,9,2019
370-41-7321,1,0,0,0,3,56.69,9,25.5105,535.7205,2019-02-27,1900-01-01 17:24:00,1,510.21,4.761904762,25.5105,8.4,17,24,0,2,27,2019
727-46-3608,1,0,0,0,2,20.01,9,9.0045,189.0945,2019-02-06,1900-01-01 15:47:00,2,180.09,4.761904762,9.0045,4.1,15,47,0,2,6,2019
669-54-1719,1,0,0,0,0,18.93,6,5.679,119.259,2019-02-10,1900-01-01 12:45:00,1,113.58,4.761904762,5.679,8.1,12,45,0,2,10,2019
574-22-5561,2,1,0,0,1,82.63,10,41.315,867.615,2019-03-19,1900-01-01 17:08:00,2,826.3,4.761904762,41.315,7.9,17,8,0,3,19,2019
326-78-5178,2,1,0,0,2,91.4,7,31.99,671.79,2019-02-03,1900-01-01 10:19:00,0,639.8,4.761904762,31.99,9.5,10,19,0,2,3,2019
162-48-8011,0,2,0,0,2,44.59,5,11.1475,234.0975,2019-02-10,1900-01-01 15:10:00,0,222.95,4.761904762,11.1475,8.5,15,10,0,2,10,2019
616-24-2851,1,0,0,0,1,17.87,4,3.574,75.054,2019-03-22,1900-01-01 14:42:00,2,71.48,4.761904762,3.574,6.5,14,42,0,3,22,2019
778-71-5554,2,1,0,0,1,15.43,1,0.7715,16.2015,2019-01-25,1900-01-01 15:46:00,1,15.43,4.761904762,0.7715,6.1,15,46,0,1,25,2019
242-55-6721,1,0,0,0,4,16.16,2,1.616,33.936,2019-03-07,1900-01-01 11:49:00,2,32.32,4.761904762,1.616,6.5,11,49,0,3,7,2019
399-46-5918,2,1,0,0,0,85.98,8,34.392,722.232,2019-02-28,1900-01-01 19:01:00,0,687.84,4.761904762,34.392,8.2,19,1,0,2,28,2019
106-35-6779,0,2,0,0,4,44.34,2,4.434,93.114,2019-03-27,1900-01-01 11:26:00,0,88.68,4.761904762,4.434,5.8,11,26,0,3,27,2019
635-40-6220,0,2,0,0,3,89.6,8,35.84,752.64,2019-02-07,1900-01-01 11:28:00,2,716.8,4.761904762,35.84,6.6,11,28,0,2,7,2019
817-48-8732,0,2,0,0,4,72.35,10,36.175,759.675,2019-01-20,1900-01-01 15:55:00,0,723.5,4.761904762,36.175,5.4,15,55,0,1,20,2019
120-06-4233,2,1,0,0,0,30.61,6,9.183,192.843,2019-03-12,1900-01-01 20:36:00,0,183.66,4.761904762,9.183,9.3,20,36,0,3,12,2019
285-68-5083,2,1,0,0,5,24.74,3,3.711,77.931,2019-02-15,1900-01-01 17:47:00,1,74.22,4.761904762,3.711,10.0,17,47,0,2,15,2019
803-83-5989,2,1,0,0,4,55.73,6,16.719,351.099,2019-02-24,1900-01-01 10:55:00,2,334.38,4.761904762,16.719,7.0,10,55,0,2,24,2019
347-34-2234,1,0,0,0,5,55.07,9,24.7815,520.4115,2019-02-03,1900-01-01 13:40:00,2,495.63,4.761904762,24.7815,10.0,13,40,0,2,3,2019
199-75-8169,0,2,0,0,5,15.81,10,7.905,166.005,2019-03-06,1900-01-01 12:27:00,1,158.1,4.761904762,7.905,8.6,12,27,0,3,6,2019
853-23-2453,1,0,0,0,3,75.74,4,15.148,318.108,2019-02-14,1900-01-01 14:35:00,0,302.96,4.761904762,15.148,7.6,14,35,0,2,14,2019
877-22-3308,0,2,0,0,3,15.87,10,7.935,166.635,2019-03-13,1900-01-01 16:40:00,0,158.7,4.761904762,7.935,5.8,16,40,0,3,13,2019
838-78-4295,2,1,0,0,3,33.47,2,3.347,70.287,2019-02-10,1900-01-01 15:43:00,2,66.94,4.761904762,3.347,6.7,15,43,0,2,10,2019
109-28-2512,1,0,0,0,1,97.61,6,29.283,614.943,2019-01-07,1900-01-01 15:01:00,2,585.66,4.761904762,29.283,9.9,15,1,0,1,7,2019
232-11-3025,0,2,0,0,5,78.77,10,39.385,827.085,2019-01-24,1900-01-01 10:04:00,0,787.7,4.761904762,39.385,6.4,10,4,0,1,24,2019
382-03-4532,0,2,0,0,3,18.33,1,0.9165,19.2465,2019-02-02,1900-01-01 18:50:00,0,18.33,4.761904762,0.9165,4.3,18,50,0,2,2,2019
393-65-2792,2,1,0,0,2,89.48,10,44.74,939.54,2019-01-06,1900-01-01 12:46:00,1,894.8,4.761904762,44.74,9.6,12,46,0,1,6,2019
796-12-2025,2,1,0,0,1,62.12,10,31.06,652.26,2019-02-11,1900-01-01 16:19:00,0,621.2,4.761904762,31.06,5.9,16,19,0,2,11,2019
510-95-6347,1,0,0,0,2,48.52,3,7.278,152.838,2019-03-05,1900-01-01 18:17:00,2,145.56,4.761904762,7.278,4.0,18,17,0,3,5,2019
841-35-6630,2,1,0,0,0,75.91,6,22.773,478.233,2019-03-09,1900-01-01 18:21:00,0,455.46,4.761904762,22.773,8.7,18,21,0,3,9,2019
287-21-9091,0,2,0,0,4,74.67,9,33.6015,705.6315,2019-01-22,1900-01-01 10:55:00,2,672.03,4.761904762,33.6015,9.4,10,55,0,1,22,2019
732-94-0499,2,1,0,0,0,41.65,10,20.825,437.325,2019-01-13,1900-01-01 17:04:00,1,416.5,4.761904762,20.825,5.4,17,4,0,1,13,2019
263-10-3913,2,1,0,0,1,49.04,9,22.068,463.428,2019-01-09,1900-01-01 14:20:00,1,441.36,4.761904762,22.068,8.6,14,20,0,1,9,2019
381-20-0914,0,2,0,0,1,20.01,9,9.0045,189.0945,2019-01-12,1900-01-01 15:48:00,1,180.09,4.761904762,9.0045,5.7,15,48,0,1,12,2019
829-49-1914,2,1,0,0,2,78.31,10,39.155,822.255,2019-03-05,1900-01-01 16:24:00,2,783.1,4.761904762,39.155,6.6,16,24,0,3,5,2019
756-01-7507,2,1,0,0,3,20.38,5,5.095,106.995,2019-01-22,1900-01-01 18:56:00,0,101.9,4.761904762,5.095,6.0,18,56,0,1,22,2019
870-72-4431,2,1,0,0,3,99.19,6,29.757,624.897,2019-01-21,1900-01-01 14:42:00,1,595.14,4.761904762,29.757,5.5,14,42,0,1,21,2019
847-38-7188,1,0,0,0,2,96.68,3,14.502,304.542,2019-01-26,1900-01-01 19:56:00,2,290.04,4.761904762,14.502,6.4,19,56,0,1,26,2019
480-63-2856,2,1,0,0,2,19.25,8,7.7,161.7,2019-01-23,1900-01-01 18:37:00,2,154.0,4.761904762,7.7,6.6,18,37,0,1,23,2019
787-56-0757,2,1,0,0,2,80.36,4,16.072,337.512,2019-02-23,1900-01-01 18:45:00,1,321.44,4.761904762,16.072,8.3,18,45,0,2,23,2019
360-39-5055,2,1,0,0,5,48.91,5,12.2275,256.7775,2019-03-09,1900-01-01 10:17:00,0,244.55,4.761904762,12.2275,6.6,10,17,0,3,9,2019
730-50-9884,2,1,0,0,5,83.06,7,29.071,610.491,2019-03-05,1900-01-01 14:31:00,2,581.42,4.761904762,29.071,4.0,14,31,0,3,5,2019
362-58-8315,2,1,0,0,1,76.52,5,19.13,401.73,2019-03-25,1900-01-01 10:23:00,0,382.6,4.761904762,19.13,9.9,10,23,0,3,25,2019
633-44-8566,0,2,0,0,2,49.38,7,17.283,362.943,2019-03-27,1900-01-01 20:35:00,1,345.66,4.761904762,17.283,7.3,20,35,0,3,27,2019
504-35-8843,0,2,0,0,5,42.47,1,2.1235,44.5935,2019-01-02,1900-01-01 16:57:00,0,42.47,4.761904762,2.1235,5.7,16,57,0,1,2,2019
318-68-5053,1,0,0,0,3,76.99,6,23.097,485.037,2019-02-27,1900-01-01 17:55:00,0,461.94,4.761904762,23.097,6.1,17,55,0,2,27,2019
565-80-5980,2,1,0,0,4,47.38,4,9.476,198.996,2019-01-23,1900-01-01 10:25:00,0,189.52,4.761904762,9.476,7.1,10,25,0,1,23,2019
225-32-0908,2,1,0,0,5,44.86,10,22.43,471.03,2019-01-26,1900-01-01 19:54:00,2,448.6,4.761904762,22.43,8.2,19,54,0,1,26,2019
873-51-0671,0,2,0,0,5,21.98,7,7.693,161.553,2019-01-10,1900-01-01 16:42:00,2,153.86,4.761904762,7.693,5.1,16,42,0,1,10,2019
152-08-9985,1,0,0,0,3,64.36,9,28.962,608.202,2019-03-12,1900-01-01 12:09:00,1,579.24,4.761904762,28.962,8.6,12,9,0,3,12,2019
512-91-0811,2,1,0,0,3,89.75,1,4.4875,94.2375,2019-02-06,1900-01-01 20:05:00,1,89.75,4.761904762,4.4875,6.6,20,5,0,2,6,2019
594-34-4444,0,2,0,0,0,97.16,1,4.858,102.018,2019-03-08,1900-01-01 20:38:00,2,97.16,4.761904762,4.858,7.2,20,38,0,3,8,2019
766-85-7061,1,0,0,0,3,87.87,10,43.935,922.635,2019-03-29,1900-01-01 10:25:00,2,878.7,4.761904762,43.935,5.1,10,25,0,3,29,2019
871-39-9221,2,1,0,0,0,12.45,6,3.735,78.435,2019-02-09,1900-01-01 13:11:00,0,74.7,4.761904762,3.735,4.1,13,11,0,2,9,2019
865-92-6136,0,2,0,0,2,52.75,3,7.9125,166.1625,2019-03-23,1900-01-01 10:16:00,2,158.25,4.761904762,7.9125,9.3,10,16,0,3,23,2019
733-01-9107,1,0,0,0,4,82.7,6,24.81,521.01,2019-03-05,1900-01-01 18:14:00,0,496.2,4.761904762,24.81,7.4,18,14,0,3,5,2019
163-56-7055,2,1,0,0,1,48.71,1,2.4355,51.1455,2019-03-26,1900-01-01 19:20:00,0,48.71,4.761904762,2.4355,4.1,19,20,0,3,26,2019
189-98-2939,2,1,0,0,1,78.55,9,35.3475,742.2975,2019-03-01,1900-01-01 13:22:00,0,706.95,4.761904762,35.3475,7.2,13,22,0,3,1,2019
551-21-3069,2,1,0,0,0,23.07,9,10.3815,218.0115,2019-02-01,1900-01-01 11:27:00,0,207.63,4.761904762,10.3815,4.9,11,27,0,2,1,2019
212-62-1842,0,2,0,0,2,58.26,6,17.478,367.038,2019-03-28,1900-01-01 16:44:00,0,349.56,4.761904762,17.478,9.9,16,44,0,3,28,2019
716-39-1409,1,0,0,0,3,30.35,7,10.6225,223.0725,2019-03-19,1900-01-01 18:19:00,0,212.45,4.761904762,10.6225,8.0,18,19,0,3,19,2019
704-48-3927,0,2,0,0,0,88.67,10,44.335,931.035,2019-01-12,1900-01-01 14:50:00,2,886.7,4.761904762,44.335,7.3,14,50,0,1,12,2019
628-34-3388,2,1,0,0,1,27.38,6,8.214,172.494,2019-01-05,1900-01-01 20:54:00,1,164.28,4.761904762,8.214,7.9,20,54,0,1,5,2019
630-74-5166,0,2,0,0,5,62.13,6,18.639,391.419,2019-03-22,1900-01-01 20:19:00,0,372.78,4.761904762,18.639,7.4,20,19,0,3,22,2019
588-01-7461,2,1,0,0,2,33.98,9,15.291,321.111,2019-03-24,1900-01-01 10:43:00,0,305.82,4.761904762,15.291,4.2,10,43,0,3,24,2019
861-77-0145,2,1,0,0,0,81.97,10,40.985,860.685,2019-03-03,1900-01-01 14:30:00,0,819.7,4.761904762,40.985,9.2,14,30,0,3,3,2019
479-26-8945,1,0,0,0,5,16.49,2,1.649,34.629,2019-02-05,1900-01-01 11:32:00,2,32.98,4.761904762,1.649,4.6,11,32,0,2,5,2019
210-67-5886,2,1,0,0,3,98.21,3,14.7315,309.3615,2019-02-05,1900-01-01 10:41:00,1,294.63,4.761904762,14.7315,7.8,10,41,0,2,5,2019
227-78-1148,1,0,0,0,1,72.84,7,25.494,535.374,2019-02-15,1900-01-01 12:44:00,0,509.88,4.761904762,25.494,8.4,12,44,0,2,15,2019
645-44-1170,0,2,0,0,4,58.07,9,26.1315,548.7615,2019-01-19,1900-01-01 20:07:00,2,522.63,4.761904762,26.1315,4.3,20,7,0,1,19,2019
237-01-6122,2,1,0,0,4,80.79,9,36.3555,763.4655,2019-02-01,1900-01-01 20:31:00,1,727.11,4.761904762,36.3555,9.5,20,31,0,2,1,2019
225-98-1496,2,1,0,0,1,27.02,3,4.053,85.113,2019-03-02,1900-01-01 13:01:00,1,81.06,4.761904762,4.053,7.1,13,1,0,3,2,2019
291-32-1427,1,0,0,0,1,21.94,5,5.485,115.185,2019-03-05,1900-01-01 12:29:00,2,109.7,4.761904762,5.485,5.3,12,29,0,3,5,2019
659-65-8956,1,0,0,0,1,51.36,1,2.568,53.928,2019-01-16,1900-01-01 15:26:00,2,51.36,4.761904762,2.568,5.2,15,26,0,1,16,2019
642-32-2990,0,2,0,0,2,10.96,10,5.48,115.08,2019-02-02,1900-01-01 20:48:00,2,109.6,4.761904762,5.48,6.0,20,48,0,2,2,2019
378-24-2715,1,0,0,0,4,53.44,2,5.344,112.224,2019-01-20,1900-01-01 20:38:00,2,106.88,4.761904762,5.344,4.1,20,38,0,1,20,2019
638-60-7125,0,2,0,0,0,99.56,8,39.824,836.304,2019-02-14,1900-01-01 17:03:00,1,796.48,4.761904762,39.824,5.2,17,3,0,2,14,2019
659-36-1684,2,1,0,0,5,57.12,7,19.992,419.832,2019-01-12,1900-01-01 12:02:00,1,399.84,4.761904762,19.992,6.5,12,2,0,1,12,2019
219-22-9386,1,0,0,0,5,99.96,9,44.982,944.622,2019-03-09,1900-01-01 17:26:00,1,899.64,4.761904762,44.982,4.2,17,26,0,3,9,2019
336-78-2147,2,1,0,0,4,63.91,8,25.564,536.844,2019-03-13,1900-01-01 19:52:00,1,511.28,4.761904762,25.564,4.6,19,52,0,3,13,2019
268-27-6179,1,0,0,0,1,56.47,8,22.588,474.348,2019-03-09,1900-01-01 14:57:00,2,451.76,4.761904762,22.588,7.3,14,57,0,3,9,2019
668-90-8900,0,2,0,0,4,93.69,7,32.7915,688.6215,2019-03-10,1900-01-01 18:44:00,1,655.83,4.761904762,32.7915,4.5,18,44,0,3,10,2019
870-54-3162,0,2,0,0,5,32.25,5,8.0625,169.3125,2019-01-27,1900-01-01 13:26:00,0,161.25,4.761904762,8.0625,9.0,13,26,0,1,27,2019
189-08-9157,2,1,0,0,1,31.73,9,14.2785,299.8485,2019-01-08,1900-01-01 16:17:00,1,285.57,4.761904762,14.2785,5.9,16,17,0,1,8,2019
663-86-9076,2,1,0,0,2,68.54,8,27.416,575.736,2019-01-08,1900-01-01 15:57:00,2,548.32,4.761904762,27.416,8.5,15,57,0,1,8,2019
549-84-7482,1,0,0,0,5,90.28,9,40.626,853.146,2019-02-08,1900-01-01 11:15:00,2,812.52,4.761904762,40.626,7.2,11,15,0,2,8,2019
191-10-6171,1,0,1,0,1,39.62,7,13.867,291.207,2019-01-25,1900-01-01 13:18:00,0,277.34,4.761904762,13.867,7.5,13,18,0,1,25,2019
802-70-5316,0,2,0,0,5,92.13,6,27.639,580.419,2019-03-06,1900-01-01 20:34:00,0,552.78,4.761904762,27.639,8.3,20,34,0,3,6,2019
695-51-0018,1,0,1,0,5,34.84,4,6.968,146.328,2019-02-10,1900-01-01 18:36:00,0,139.36,4.761904762,6.968,7.4,18,36,0,2,10,2019
590-83-4591,1,0,0,0,0,87.45,6,26.235,550.935,2019-02-17,1900-01-01 14:40:00,1,524.7,4.761904762,26.235,8.8,14,40,0,2,17,2019
483-71-1164,2,1,1,0,3,81.3,6,24.39,512.19,2019-03-08,1900-01-01 16:43:00,2,487.8,4.761904762,24.39,5.3,16,43,0,3,8,2019
597-78-7908,2,1,1,0,1,90.22,3,13.533,284.193,2019-02-18,1900-01-01 19:39:00,0,270.66,4.761904762,13.533,6.2,19,39,0,2,18,2019
700-81-1757,0,2,1,0,0,26.31,5,6.5775,138.1275,2019-01-18,1900-01-01 20:59:00,1,131.55,4.761904762,6.5775,8.8,20,59,0,1,18,2019
354-39-5160,0,2,0,0,4,34.42,6,10.326,216.846,2019-02-18,1900-01-01 15:39:00,0,206.52,4.761904762,10.326,9.8,15,39,0,2,18,2019
241-72-9525,1,0,1,0,5,51.91,10,25.955,545.055,2019-02-16,1900-01-01 12:21:00,0,519.1,4.761904762,25.955,8.2,12,21,0,2,16,2019
575-30-8091,0,2,1,0,5,72.5,8,29.0,609.0,2019-03-16,1900-01-01 19:25:00,2,580.0,4.761904762,29.0,9.2,19,25,0,3,16,2019
731-81-9469,2,1,0,0,5,89.8,10,44.9,942.9,2019-01-23,1900-01-01 13:00:00,1,898.0,4.761904762,44.9,5.4,13,0,0,1,23,2019
280-17-4359,2,1,0,1,3,90.5,10,45.25,950.25,2019-01-25,1900-01-01 13:48:00,0,905.0,4.761904762,45.25,8.1,13,48,0,1,25,2019
338-65-2210,2,1,0,0,3,68.6,10,34.3,720.3,2019-02-05,1900-01-01 19:57:00,0,686.0,4.761904762,34.3,9.1,19,57,0,2,5,2019
488-25-4221,2,1,0,0,2,30.41,1,1.5205,31.9305,2019-02-22,1900-01-01 10:36:00,1,30.41,4.761904762,1.5205,8.4,10,36,0,2,22,2019
239-10-7476,0,2,1,0,4,77.95,6,23.385,491.085,2019-01-21,1900-01-01 16:37:00,2,467.7,4.761904762,23.385,8.0,16,37,0,1,21,2019
458-41-1477,2,1,1,0,3,46.26,6,13.878,291.438,2019-03-08,1900-01-01 17:11:00,1,277.56,4.761904762,13.878,9.5,17,11,0,3,8,2019
685-64-1609,0,2,0,0,1,30.14,10,15.07,316.47,2019-02-10,1900-01-01 12:28:00,2,301.4,4.761904762,15.07,9.2,12,28,0,2,10,2019
568-90-5112,2,1,1,1,3,66.14,4,13.228,277.788,2019-03-19,1900-01-01 12:46:00,1,264.56,4.761904762,13.228,5.6,12,46,0,3,19,2019
262-47-2794,1,0,0,1,4,71.86,8,28.744,603.624,2019-03-06,1900-01-01 15:07:00,1,574.88,4.761904762,28.744,6.2,15,7,0,3,6,2019
238-49-0436,0,2,1,1,3,32.46,8,12.984,272.664,2019-03-27,1900-01-01 13:48:00,1,259.68,4.761904762,12.984,4.9,13,48,0,3,27,2019
608-96-3517,1,0,0,0,1,91.54,4,18.308,384.468,2019-03-23,1900-01-01 19:20:00,1,366.16,4.761904762,18.308,4.8,19,20,0,3,23,2019
584-86-7256,2,1,0,1,5,34.56,7,12.096,254.016,2019-03-11,1900-01-01 16:07:00,1,241.92,4.761904762,12.096,7.3,16,7,0,3,11,2019
746-94-0204,0,2,1,1,1,83.24,9,37.458,786.618,2019-01-29,1900-01-01 11:56:00,1,749.16,4.761904762,37.458,7.4,11,56,0,1,29,2019
214-17-6927,2,1,1,0,2,16.48,6,4.944,103.824,2019-02-07,1900-01-01 18:23:00,2,98.88,4.761904762,4.944,9.9,18,23,0,2,7,2019
400-89-4171,2,1,1,0,5,80.97,8,32.388,680.148,2019-01-28,1900-01-01 13:05:00,0,647.76,4.761904762,32.388,9.3,13,5,0,1,28,2019
782-95-9291,0,2,0,1,2,92.29,5,23.0725,484.5225,2019-02-20,1900-01-01 15:55:00,1,461.45,4.761904762,23.0725,9.0,15,55,0,2,20,2019
279-74-2924,1,0,0,1,0,72.17,1,3.6085,75.7785,2019-01-04,1900-01-01 19:40:00,0,72.17,4.761904762,3.6085,6.1,19,40,0,1,4,2019
307-85-2293,1,0,1,1,4,50.28,5,12.57,263.97,2019-03-07,1900-01-01 13:58:00,2,251.4,4.761904762,12.57,9.7,13,58,0,3,7,2019
743-04-1105,1,0,0,1,3,97.22,9,43.749,918.729,2019-03-30,1900-01-01 14:43:00,2,874.98,4.761904762,43.749,6.0,14,43,0,3,30,2019
423-57-2993,1,0,1,1,5,93.39,6,28.017,588.357,2019-03-27,1900-01-01 19:18:00,2,560.34,4.761904762,28.017,10.0,19,18,0,3,27,2019
894-41-5205,2,1,1,0,2,43.18,8,17.272,362.712,2019-01-19,1900-01-01 19:39:00,1,345.44,4.761904762,17.272,8.3,19,39,0,1,19,2019
275-28-0149,0,2,1,1,5,63.69,1,3.1845,66.8745,2019-02-25,1900-01-01 16:21:00,0,63.69,4.761904762,3.1845,6.0,16,21,0,2,25,2019
101-17-6199,0,2,1,1,2,45.79,7,16.0265,336.5565,2019-03-13,1900-01-01 19:44:00,1,320.53,4.761904762,16.0265,7.0,19,44,0,3,13,2019
